,date,txvolume_usd,adjustedtxvolume_usd,txcount,marketcap_usd,price_usd,exchangevolume_usd,generatedcoins,fees,activeaddresses,mediantxvalue_usd,medianfee,averagedifficulty,paymentcount,blocksize,blockcount
8,8/7/15,5684487.227000001,5684487.227000001,2050.0,170219447.9,2.83,164329.0,27437.65625,37.31841351,1086.0,41.61171287,0.001320779,1470840000000.0,1977.0,3282693,5189
9,8/8/15,37899681.79,37899681.79,2881.0,168464386.9,2.79,674188.0,27943.4375,68.09997007,826.0,0.27899999999999997,0.001243194,1586120000000.0,1973.0,3508878,5256
10,8/9/15,823605.5177,823605.5177,1329.0,42655638.76,0.706136,532170.0,27178.28125,14.0989497,732.0,7.0613600000000005,0.001223011,1709480000000.0,1213.0,3167541,5123
11,8/10/15,1194050.488,1194050.488,2037.0,43153260.22,0.713989,405283.0,27817.34375,31.16514444,1001.0,0.359784483,0.001228262,1837700000000.0,1451.0,3316883,5255
12,8/11/15,1053129.873,1053129.873,4963.0,42729601.34,0.708087,1463100.0,28027.8125,11.31144859,2342.0,0.034006302999999995,0.001217965,2036390000000.0,3029.0,3653834,5280
13,8/12/15,797474.1891,797474.1891,2036.0,63986648.9,1.06,2150620.0,27370.9375,32.5869924,906.0,7.634961965,0.00124407,2207080000000.0,1479.0,3348157,5124
14,8/13/15,2182919.675,2182919.675,2842.0,73738128.0,1.22,4068680.0,28268.125,24.92916911,1274.0,9.94756377,0.0012100960000000001,2336980000000.0,2486.0,3519008,5286
15,8/14/15,4162001.561,4162001.561,3174.0,109462788.4,1.81,4637030.0,31106.71875,14.35483411,1594.0,18.75014337,0.001210111,2671250000000.0,3014.0,3832496,5809
16,8/15/15,13902410.53,13902410.53,2284.0,108962422.7,1.8,2554360.0,28512.65625,8.836593028,1313.0,18.0,0.001209761,3378030000000.0,2170.0,3435520,5382
17,8/16/15,2898479.711,2898479.711,2440.0,101550120.0,1.68,3550790.0,27094.53125,6.677237925,1202.0,12.00702942,0.001207801,3631630000000.0,2340.0,3287835,5132
18,8/17/15,5383055.467999999,5383055.467999999,2512.0,114938899.9,1.58,1942830.0,28118.90625,7.64281184,1249.0,11.69836028,0.001210228,3908020000000.0,2410.0,3393782,5347
19,8/18/15,2409105.869,2409105.869,2494.0,88274737.49,1.22,1485680.0,26162.8125,11.90607134,1294.0,7.82349247,0.001205693,4377690000000.0,2324.0,3208720,4948
20,8/19/15,1691424.304,1691424.304,3246.0,84840220.21,1.17,1486240.0,27282.03125,15.43095067,1350.0,6.212439645,0.0012140389999999999,4419570000000.0,3147.0,3392043,5192
21,8/20/15,592806.2045,592806.2045,2303.0,91054297.95,1.25,2843760.0,21057.03125,6.8555669429999995,1167.0,6.248437063,0.001184488,4469110000000.0,2184.0,2615975,4024
22,8/21/15,894127.677,894127.677,3919.0,107122247.8,1.48,2020970.0,26690.9375,7.855041725,1425.0,7.4,0.00105,4415250000000.0,3809.0,3396674,5088
23,8/22/15,874020.8587,874020.8587,3579.0,101654026.4,1.4,948310.0,27550.46875,42.54717183,1414.0,5.797294888,0.0011519619999999999,4828340000000.0,3455.0,3415807,5271
24,8/23/15,697311.4173,697311.4173,4190.0,100484803.2,1.38,1589300.0,26255.625,8.049767673,1570.0,5.135572132,0.00105,5138350000000.0,4025.0,3411809,5013
25,8/24/15,630283.1487,630283.1487,4432.0,98248452.8,1.35,924920.0,27333.28125,8.87628542,1436.0,4.0355447810000005,0.00105,5179120000000.0,4374.0,3486486,5184
26,8/25/15,505362.4454,505362.4454,4487.0,89469156.66,1.23,1307180.0,26736.09375,8.259755825,1580.0,4.196650616,0.00105,5173290000000.0,4296.0,3464583,5097
27,8/26/15,508937.4578,508937.4578,4156.0,82208400.1,1.13,1056750.0,26137.96875,7.447729279,1527.0,3.1580038139999997,0.00105,5587300000000.0,4040.0,3345268,5003
28,8/27/15,323871.8274,323871.8274,5590.0,84977186.48,1.17,686662.0,24532.8125,8.670963042999999,1591.0,2.860821014,0.00105,5925310000000.0,5441.0,3332930,4708
29,8/28/15,350703.3559,350703.3559,4758.0,83815746.68,1.15,721872.0,24225.15625,9.925148371,1531.0,3.007403698,0.00105,6250870000000.0,4652.0,3214665,4653
30,8/29/15,515079.8086,515079.8086,4139.0,86843673.77,1.19,375377.0,22525.0,5.5074515260000005,1375.0,3.723080517,0.00105,6657650000000.0,4046.0,2952536,4329
31,8/30/15,490922.0537,490922.0537,4572.0,85905205.92,1.18,1337650.0,21453.59375,5.634173742000001,1624.0,2.537544986,0.00105,6780900000000.0,4490.0,2862531,4155
32,8/31/15,508670.8552,508670.8552,5196.0,96053269.85,1.32,1447180.0,21293.4375,7.424533814,1515.0,2.086180622,0.00105,7213760000000.0,5106.0,3011745,4122
33,9/1/15,3134878.163,3134878.163,5153.0,98507500.0,1.35,778862.0,20339.21875,7.843769856000001,1555.0,2.177560329,0.00105,7641500000000.0,5000.0,2919171,3938
34,9/2/15,374923.6465,374923.6465,5195.0,98779755.35,1.35,883769.0,18391.09375,8.153735331,1514.0,1.720022579,0.00105,8283950000000.0,4883.0,2740989,3577
35,9/3/15,724609.3119,724609.3119,4777.0,95162210.0,1.3,702991.0,17380.9375,6.9700256739999995,1448.0,1.583589594,0.00105,8354600000000.0,4527.0,2555486,3383
36,9/4/15,222726.8763,222726.8763,5642.0,92221782.09,1.26,474391.0,23081.875,9.733856361,1450.0,1.400564128,0.00105,6469670000000.0,4924.0,3387151,4443
37,9/5/15,230212.2344,230212.2344,5519.0,93309977.79,1.28,448453.0,25629.0625,9.141228324,1486.0,2.077941579,0.00105,6235390000000.0,5236.0,3704996,4921
38,9/6/15,403305.8982,403305.8982,5521.0,97490322.89,1.34,491968.0,26168.28125,8.055487735,1587.0,2.918571376,0.00105,6305030000000.0,5340.0,3651161,4978
39,9/7/15,263577.4303,263577.4303,5702.0,94661564.4,1.3,489014.0,25460.46875,9.256422396,1632.0,2.582473219,0.00105,6339140000000.0,5363.0,3638068,4834
40,9/8/15,329645.0757,329645.0757,5622.0,91475042.34,1.25,427892.0,25888.75,10.379926300000001,1545.0,2.886171247,0.00105,6077000000000.0,5395.0,3738463,4923
41,9/9/15,1426044.968,1426044.968,5604.0,90335665.29,1.24,366748.0,26431.40625,9.840601069,1543.0,2.48,0.00105,6202070000000.0,5304.0,3849882,5035
42,9/10/15,249301.0816,249301.0816,5341.0,88115645.91,1.21,662782.0,26444.21875,7.925807171000001,1539.0,2.744299578,0.00105,6289590000000.0,5094.0,3651888,5003
43,9/11/15,843445.927,843445.927,6460.0,84810837.48,1.16,1942600.0,27238.59375,8.876728153,1701.0,2.33689145,0.00105,6561790000000.0,6226.0,3783308,5141
44,9/12/15,215278.7392,215278.7392,5596.0,72116315.29,0.9872280000000001,772430.0,26402.34375,11.35483319,1544.0,1.982219877,0.00105,6832640000000.0,5270.0,3826914,5026
45,9/13/15,233899.9545,233899.9545,6057.0,76089297.24,1.04,644138.0,26171.40625,9.578725674,1598.0,1.5953012130000002,0.00105,7022050000000.0,5737.0,3795663,4971
46,9/14/15,252012.3489,252012.3489,5572.0,68837190.61,0.940566,741085.0,25588.125,9.901548419,1622.0,1.884654232,0.00105,6626270000000.0,5242.0,3740946,4851
47,9/15/15,1053264.725,1053264.725,5409.0,64073655.09,0.875189,703390.0,25615.3125,8.426997145,1486.0,1.7496015409999999,0.00105,6418520000000.0,5168.0,3657282,4842
48,9/16/15,523583.1427,523583.1427,5872.0,68986632.45,0.9419770000000001,615593.0,26318.125,15.14661708,1510.0,1.8627764999999998,0.00105,6179110000000.0,5679.0,3660494,4956
49,9/17/15,268368.7222,268368.7222,5368.0,66436984.82,0.9068649999999999,897940.0,25435.625,8.556523791,1517.0,2.312828907,0.00105,6040420000000.0,5098.0,3622311,4808
50,9/18/15,357505.7536,357505.7536,5802.0,64092723.03,0.874574,484622.0,25894.21875,11.83482107,1462.0,1.7515608580000002,0.00105,5652730000000.0,5336.0,3836279,4889
51,9/19/15,332401.2488,332401.2488,5205.0,62284307.15,0.8496030000000001,386988.0,27187.1875,7.982204372999999,1367.0,1.614385823,0.00105,5548290000000.0,4938.0,3730754,5078
52,9/20/15,115961.7534,115961.7534,6402.0,64623380.44,0.881191,508314.0,27982.65625,10.96964547,1466.0,1.433437059,0.00105,6202290000000.0,6115.0,4063431,5305
53,9/21/15,148500.2226,148500.2226,6305.0,69069813.38,0.9414959999999999,424039.0,26651.875,10.18074194,1521.0,1.336677629,0.00105,6541480000000.0,5967.0,3952585,5075
54,9/22/15,178940.2135,178940.2135,6804.0,67467435.34,0.9193370000000001,487914.0,26370.3125,11.40414518,1535.0,1.05921795,0.00105,6624030000000.0,6550.0,4076071,5051
55,9/23/15,118751.5408,118751.5408,7404.0,66332933.29,0.90356,200541.0,27080.3125,10.7002671,1737.0,1.095650585,0.00105,6895380000000.0,7104.0,4049670,5165
56,9/24/15,276025.7361,276025.7361,6224.0,65858901.14,0.8967959999999999,842505.0,26385.78125,10.31950627,1569.0,1.7574573,0.00105,7029220000000.0,5979.0,3924670,5021
57,9/25/15,543791.251,543791.251,5851.0,60242417.14,0.820031,903457.0,27003.4375,9.836594916000001,1536.0,1.669925946,0.00105,6977080000000.0,5539.0,3931914,5126
58,9/26/15,187117.522,187117.522,5907.0,54207134.17,0.73763,369620.0,25910.3125,9.289146479,1420.0,1.28041491,0.00105,7226850000000.0,5687.0,3770114,4930
59,9/27/15,303405.105,303405.105,5760.0,58168442.02,0.791277,413801.0,25011.09375,8.42387045,1417.0,1.36448258,0.00105,7252910000000.0,5648.0,3459118,4773
60,9/28/15,520229.4084,520229.4084,6123.0,53218983.45,0.723715,1320890.0,24714.21875,9.272346609,1545.0,1.447519075,0.00105,6747100000000.0,5881.0,3578200,4738
61,9/29/15,234644.8061,234644.8061,5738.0,42621132.29,0.579414,913992.0,24364.6875,8.877328421,1532.0,1.1652819620000001,0.00105,6057280000000.0,5498.0,3536519,4640
62,9/30/15,367367.2644,367367.2644,5870.0,48652335.67,0.661192,619926.0,25097.5,8.385327116000001,1490.0,1.418582445,0.00105,5625250000000.0,5664.0,3529196,4757
63,10/1/15,425540.8874,425540.8874,6421.0,54051479.56,0.7343069999999999,596084.0,27422.03125,8.767949462999999,1473.0,1.4711631319999998,0.00105,5652880000000.0,6194.0,3860006,5210
64,10/2/15,101909.9636,101909.9636,6063.0,50346309.09,0.683732,219318.0,26913.125,9.765296662999999,1375.0,1.261916093,0.00105,5981730000000.0,5784.0,3975887,5143
65,10/3/15,83481.72695,83481.72695,6112.0,49999112.46,0.678783,163326.0,26453.75,9.791648364,1389.0,1.1889627790000001,0.00105,6290810000000.0,5849.0,3902443,5077
66,10/4/15,293448.4644,293448.4644,6624.0,50572748.95,0.686343,103497.0,25480.15625,9.431925786,1393.0,0.833886267,0.00105,6205740000000.0,6389.0,3790759,4886
67,10/5/15,109314.1764,109314.1764,6279.0,49148241.84,0.666784,234263.0,26136.875,11.48677351,1409.0,1.256188597,0.00105,6284590000000.0,5887.0,3863990,5009
68,10/6/15,315285.5148,315285.5148,6458.0,45878277.33,0.622218,262674.0,25036.5625,9.995299954,1415.0,0.93697825,0.00105,6276470000000.0,6123.0,3753597,4806
69,10/7/15,201810.2831,201810.2831,7121.0,47980991.63,0.650515,218327.0,26133.59375,12.18298992,1373.0,0.8885822440000001,0.00105,5983540000000.0,6697.0,4043948,5004
70,10/8/15,191066.7312,191066.7312,6926.0,44971562.62,0.6095010000000001,310266.0,26778.4375,11.97293337,1330.0,0.918967655,0.00105,5977780000000.0,6584.0,4063481,5152
71,10/9/15,146975.7487,146975.7487,6763.0,48350927.77,0.655084,386420.0,25451.40625,11.30921838,1366.0,1.044313211,0.00105,6122630000000.0,6499.0,3822655,4905
72,10/10/15,82536.48638,82536.48638,6529.0,47340907.97,0.641187,141555.0,25499.6875,11.38281162,1266.0,0.9358974259999999,0.00105,6031580000000.0,6319.0,3808059,4896
73,10/11/15,95953.59744,95953.59744,6023.0,46343168.44,0.6274609999999999,102128.0,26507.03125,8.998794599,1300.0,0.90210087,0.00105,6139500000000.0,5849.0,3795610,5073
74,10/12/15,172115.3768,172115.3768,6593.0,46880731.76,0.6345149999999999,109567.0,26803.75,10.70380732,1335.0,1.226443028,0.00105,6145000000000.0,6229.0,4053860,5148
75,10/13/15,258249.9097,258249.9097,6818.0,46411201.97,0.627943,303044.0,26668.28125,12.323248800000002,1475.0,1.213403826,0.00105,6356690000000.0,6419.0,4178104,5108
76,10/14/15,608804.9858,608804.9858,6830.0,45265695.04,0.61224,971664.0,25875.625,11.83199852,1566.0,1.012548075,0.00105,6482460000000.0,6502.0,3903622,4934
77,10/15/15,430352.5713,430352.5713,6499.0,38701201.42,0.523278,371022.0,25610.46875,18.87034386,1496.0,0.824300244,0.00105,6209360000000.0,6002.0,4059761,4926
78,10/16/15,204035.3057,204035.3057,6795.0,41622652.87,0.562593,249891.0,25441.40625,21.17944655,1366.0,0.7653115490000001,0.00105,5814900000000.0,6353.0,4037655,4883
79,10/17/15,130451.1116,130451.1116,6567.0,39529401.02,0.534117,313860.0,26450.625,12.29146245,1355.0,0.836240201,0.00105,6004200000000.0,6213.0,3983584,5056
80,10/18/15,100824.5084,100824.5084,6481.0,40563961.44,0.547913,133690.0,25848.28125,13.1130126,1345.0,0.8003207609999999,0.00105,5973920000000.0,6005.0,4015728,4945
81,10/19/15,266585.3115,266585.3115,6604.0,38334214.38,0.517621,243742.0,25966.71875,11.69921914,1452.0,0.735832917,0.00105,5921610000000.0,6179.0,3989491,4975
82,10/20/15,245668.7206,245668.7206,5897.0,36273398.24,0.489629,383921.0,26192.5,11.5270198,1314.0,0.987134388,0.00105,5834980000000.0,5625.0,3842397,4990
83,10/21/15,300892.7906,300892.7906,6182.0,31984360.15,0.43158900000000006,609085.0,26046.40625,10.15585773,1521.0,0.874864509,0.00105,5875660000000.0,5853.0,3862938,4990
84,10/22/15,277738.1924,277738.1924,5979.0,32988091.32,0.444988,924822.0,25330.78125,13.20050484,1389.0,0.905038942,0.00105,5734490000000.0,5262.0,3781867,4835
85,10/23/15,461615.5472,461615.5472,6888.0,42001353.63,0.5663699999999999,878822.0,27554.84375,13.74794139,1523.0,1.14371187,0.00105,5878810000000.0,6097.0,4302628,5263
86,10/24/15,53939.423610000005,53939.423610000005,6361.0,40036081.63,0.5396810000000001,258356.0,27118.75,10.69663822,1635.0,1.086158602,0.00105,6288280000000.0,5642.0,3984632,5171
87,10/25/15,148297.6943,148297.6943,5830.0,41795712.89,0.563207,635384.0,26814.21875,9.079512126000001,1497.0,1.224210374,0.00105,6589250000000.0,5255.0,3825113,5096
88,10/26/15,443466.6582,443466.6582,5938.0,46006457.63,0.619743,1089120.0,25912.1875,10.77326712,1655.0,1.408126375,0.00105,6541040000000.0,5568.0,3757017,4908
89,10/27/15,1372436.688,1372436.688,6784.0,52642760.22,0.7088899999999999,1846370.0,27529.375,18.90289758,1706.0,1.9225896040000001,0.00105,6541750000000.0,6308.0,4253235,5220
90,10/28/15,854745.5142,854745.5142,7346.0,64858634.41,0.8709379999999999,2373050.0,26344.6875,10.89869663,1700.0,1.584354887,0.00105,6845790000000.0,6376.0,4013532,4967
91,10/29/15,842095.345,842095.345,7836.0,74847399.73,1.01,2279240.0,27510.78125,12.55075174,1974.0,2.0368095840000002,0.00105,7040080000000.0,6849.0,4200572,5158
92,10/30/15,1471879.917,1471879.917,7941.0,90054037.09,1.21,2429200.0,27720.15625,13.46632166,2219.0,2.448398048,0.00105,7428610000000.0,7475.0,4085921,5232
93,10/31/15,290451.178,290451.178,7557.0,78081418.51,1.05,673892.0,27751.5625,15.4824256,1987.0,2.125342244,0.00105,7792890000000.0,7044.0,4164422,5129
94,11/1/15,134392.4681,134392.4681,6915.0,68221091.6,0.920847,588913.0,28180.15625,16.17026107,2131.0,2.176014762,0.00105,7780660000000.0,6442.0,4041277,5158
95,11/2/15,377379.3853,377379.3853,6558.0,78879020.3,1.06,1145200.0,27134.21875,10.39601397,2039.0,2.971903715,0.00105,7689750000000.0,6153.0,3914620,5024
96,11/3/15,591838.2052,591838.2052,7399.0,74281540.49,0.994568,1907690.0,27605.78125,12.24035099,2066.0,2.281154505,0.00105,7332790000000.0,6917.0,4292035,5085
97,11/4/15,820219.0878,820219.0878,7037.0,75209842.95,1.01,3060340.0,27716.40625,9.392856951,2039.0,2.7755362619999997,0.00105,7742590000000.0,6769.0,3906926,5125
98,11/5/15,347969.5561,347969.5561,7498.0,67093717.02,0.900699,1179840.0,27291.40625,10.59389052,1914.0,1.867310414,0.00105,7582490000000.0,7105.0,4150754,5103
99,11/6/15,2136224.922,2136224.922,7882.0,67420375.78,0.9047719999999999,913666.0,27422.1875,15.93627016,1807.0,1.137354138,0.00105,7592230000000.0,6069.0,4175396,5142
100,11/7/15,1153505.065,1153505.065,10996.0,68855967.8,0.923732,890187.0,26715.3125,32.07991979,2067.0,0.09041294,0.00105,7549910000000.0,6323.0,4945717,4922
101,11/8/15,897529.3759999999,897529.3759999999,12413.0,68109610.39,0.9156610000000001,1021460.0,27289.0625,29.52687888,2271.0,0.17559425,0.00105,7709290000000.0,9216.0,5096742,5021
102,11/9/15,1755591.9319999998,1755591.9319999998,7689.0,76829019.33,1.03,2045290.0,27059.53125,11.26310292,2060.0,2.095241482,0.00105,7754100000000.0,7158.0,3948544,5024
103,11/10/15,895669.1068,895669.1068,8151.0,74616525.11,1.0,854581.0,27444.0625,15.35119263,1826.0,1.69077954,0.00105,7760000000000.0,7010.0,4213239,5053
104,11/11/15,287706.3017,287706.3017,10217.0,70259910.26,0.9412959999999999,1278580.0,27819.0625,23.07679133,2033.0,0.9989110529999999,0.00105,7673240000000.0,7151.0,5249976,5028
105,11/12/15,227016.8408,227016.8408,9534.0,59468993.3,0.796455,806156.0,28032.03125,25.8891012,1807.0,0.973069693,0.00105,7746190000000.0,6980.0,4439332,5079
106,11/13/15,463697.633,463697.633,7891.0,67800189.66,0.9077219999999999,543671.0,28185.15625,14.58330246,1805.0,1.6030941109999999,0.00105,7870060000000.0,6790.0,4134803,5119
107,11/14/15,282826.6429,282826.6429,7211.0,67655100.65,0.9054690000000001,372514.0,28357.65625,18.53403351,1797.0,1.926110243,0.00105,7913170000000.0,6807.0,4806663,5127
108,11/15/15,181379.1904,181379.1904,7170.0,66613350.79,0.891217,411848.0,28120.15625,11.48397409,1759.0,1.96089562,0.00105,8259510000000.0,6846.0,4142543,5195
109,11/16/15,466898.6426,466898.6426,7442.0,67753565.8,0.906166,620945.0,27395.15625,10.26963597,1867.0,1.972337482,0.00105,8327050000000.0,7032.0,3940618,5039
110,11/17/15,1870147.85,1870147.85,7145.0,69043395.5,0.924948,1145440.0,27793.59375,9.596829651,1901.0,2.071805038,0.00105,8153080000000.0,6825.0,3935388,5163
111,11/18/15,577499.733,577499.733,7373.0,74312912.83,0.9932139999999999,681104.0,27252.03125,10.3214754,1859.0,2.06588512,0.00105,8549640000000.0,7061.0,3926943,5075
112,11/19/15,274068.1857,274068.1857,8876.0,74000793.03,0.988713,443528.0,26563.4375,15.86393951,1864.0,1.304420614,0.00105,8806540000000.0,6867.0,4389232,4977
113,11/20/15,186009.7407,186009.7407,6348.0,71555091.65,0.955735,614335.0,25130.46875,11.98689924,1763.0,1.91147,0.00105,7974990000000.0,5887.0,3843748,4721
114,11/21/15,124836.2598,124836.2598,6822.0,69558713.58,0.928758,455976.0,26782.1875,11.24491006,1710.0,1.967181284,0.00105,7600550000000.0,6385.0,4188016,5035
115,11/22/15,250887.0663,250887.0663,7083.0,73403587.37,0.979765,372173.0,26988.59375,11.24171533,2015.0,1.774148675,0.00105,7533350000000.0,6638.0,4117498,5049
116,11/23/15,673304.1358,673304.1358,8260.0,72508777.49,0.967493,441875.0,27272.34375,13.31608472,1738.0,1.599828565,0.00105,7566020000000.0,6805.0,4390402,5089
117,11/24/15,373148.1268,373148.1268,7152.0,70954795.36,0.946442,524195.0,26848.125,12.96649103,1820.0,1.9875281999999999,0.00105,7664570000000.0,6670.0,4142949,5001
118,11/25/15,170091.3643,170091.3643,7098.0,67032296.77,0.893827,622991.0,26471.875,12.45963099,1710.0,1.786942786,0.00105,7516850000000.0,6736.0,3986495,4940
119,11/26/15,845646.2477,845646.2477,7278.0,64762236.02,0.863273,947473.0,26538.4375,9.30701048,1804.0,1.72619782,0.00105,7497610000000.0,6967.0,3873523,4940
120,11/27/15,1128436.179,1128436.179,6639.0,66197450.82,0.8821,403813.0,27886.875,9.399192618999999,1660.0,1.7089354769999998,0.00105,7469700000000.0,6198.0,4086725,5174
121,11/28/15,107400.957,107400.957,6817.0,65168699.45,0.868102,462464.0,27201.09375,14.56713057,1651.0,2.065886378,0.00105,7720770000000.0,6414.0,3875629,5008
122,11/29/15,174571.7515,174571.7515,6853.0,68648188.53,0.9141440000000001,448358.0,27350.9375,9.090792117000001,1666.0,1.8765077980000002,0.00105,7721490000000.0,6497.0,3920100,5050
123,11/30/15,208812.7653,208812.7653,8986.0,66102781.54,0.879951,784439.0,27360.0,20.81575154,1782.0,1.054394215,0.00126,7780840000000.0,6402.0,4387578,5080
124,12/1/15,212413.9648,212413.9648,6794.0,66002281.73,0.878316,652857.0,27542.8125,13.07438894,1763.0,1.843188588,0.00105,7873490000000.0,6263.0,4302400,5078
125,12/2/15,261911.8847,261911.8847,6502.0,65636709.9,0.8731709999999999,506307.0,26007.03125,11.43812253,1673.0,1.7734428219999998,0.00105,7818000000000.0,5900.0,3951899,4824
126,12/3/15,185566.7045,185566.7045,6971.0,61551790.16,0.818546,539969.0,28063.28125,10.66607761,1758.0,1.7863625319999998,0.00105,7588320000000.0,6531.0,4050622,5205
127,12/4/15,152756.6354,152756.6354,6898.0,61086062.82,0.812082,241278.0,26679.375,12.37234232,1742.0,1.5971030730000002,0.00105,7833020000000.0,6218.0,4024546,5008
128,12/5/15,121669.6472,121669.6472,6784.0,63297034.22,0.841195,232743.0,26581.875,13.08482451,1716.0,1.631752795,0.00105,8163740000000.0,6212.0,4181847,5006
129,12/6/15,210280.2203,210280.2203,9103.0,65216208.3,0.866417,443608.0,26255.78125,17.14740422,2006.0,1.200855781,0.00105,7852110000000.0,8453.0,4307630,4913
130,12/7/15,379014.0928,379014.0928,7141.0,62971718.69,0.8363219999999999,520409.0,26718.90625,9.642772252,1952.0,1.794579104,0.00105,7648250000000.0,6773.0,3851136,4971
131,12/8/15,167332.8065,167332.8065,6697.0,60710199.5,0.806024,445903.0,26312.5,9.146200894,1757.0,1.651381117,0.00105,7547990000000.0,6341.0,3786457,4911
132,12/9/15,235236.9091,235236.9091,7001.0,62119814.0,0.8244540000000001,624221.0,28324.0625,10.13698943,1748.0,1.7494870740000001,0.00105,7350170000000.0,6591.0,4056370,5208
133,12/10/15,177769.1454,177769.1454,7444.0,59965496.03,0.7955899999999999,369589.0,27477.34375,11.34093504,1779.0,1.456419972,0.00105,7772760000000.0,6704.0,4218808,5144
134,12/11/15,268369.6055,268369.6055,8105.0,63333623.84,0.839995,801072.0,27022.8125,16.85244379,1787.0,1.3684968380000002,0.00105,8060300000000.0,6775.0,4476529,5062
135,12/12/15,495197.9942,495197.9942,8205.0,70233643.01,0.9311959999999999,1376280.0,27206.5625,23.12314318,2152.0,1.293668354,0.001142422,8045090000000.0,6354.0,4651079,5076
136,12/13/15,316448.9199,316448.9199,7426.0,73301964.2,0.9715379999999999,273614.0,27907.34375,18.73210971,1967.0,1.804354252,0.00105,8472260000000.0,6574.0,4459661,5280
137,12/14/15,695206.2839,695206.2839,15550.0,72200340.14,0.95662,563436.0,26708.59375,74.65243956,2186.0,9.5662e-19,0.00453285,8575890000000.0,6653.0,8758730,4999
138,12/15/15,542037.3216,542037.3216,21098.0,75096534.44,0.9905889999999999,578618.0,27014.53125,114.40785829999999,2164.0,9.905890000000001e-19,0.005674288,8768530000000.0,6755.0,9300104,5070
139,12/16/15,1604245.0990000002,1604245.0990000002,10304.0,77035199.97,1.02,320767.0,26457.34375,44.21678187,2153.0,1.038577852,0.00126,8562440000000.0,6253.0,6055920,4982
140,12/17/15,438522.0891,438522.0891,9612.0,75024374.85,0.993043,640765.0,26883.125,32.40107521,2402.0,1.433496766,0.00105,8734090000000.0,7190.0,5328544,5060
141,12/18/15,232376.9214,232376.9214,9032.0,70914129.29,0.938327,300787.0,26671.5625,32.18142145,2184.0,1.247090194,0.00126,8779610000000.0,6407.0,5306336,5020
142,12/19/15,211146.703,211146.703,9314.0,69667413.1,0.921524,343535.0,26694.53125,28.51623093,2188.0,1.293660834,0.00105,8718610000000.0,6954.0,5084365,5038
143,12/20/15,194173.1957,194173.1957,9879.0,68685659.92,0.9082399999999999,472164.0,26436.09375,34.42717002,2209.0,0.955437182,0.00126,8539950000000.0,6353.0,5458591,4947
144,12/21/15,217412.4732,217412.4732,12063.0,68543736.63,0.906065,549113.0,26457.8125,39.119194,2315.0,0.558529952,0.00126,8512850000000.0,7008.0,5829823,4976
145,12/22/15,215207.4868,215207.4868,21027.0,67727543.29,0.8949729999999999,454249.0,27374.375,59.16252572,2312.0,8.94973e-19,0.0023673,8740210000000.0,7450.0,10489581,5129
146,12/23/15,125607.9036,125607.9036,22740.0,65237828.5,0.8617819999999999,334993.0,27399.375,81.42599075,2215.0,0.0,0.0036582629999999997,8531920000000.0,7122.0,7891935,5112
147,12/24/15,108877.4613,108877.4613,13494.0,65081582.44,0.859433,354646.0,26686.5625,45.75463786,2235.0,0.19294365300000002,0.00126,8568510000000.0,7345.0,6483604,5018
148,12/25/15,59761.674979999996,59761.674979999996,9521.0,65297336.23,0.861993,187114.0,26803.59375,26.594059299999998,2159.0,1.0137965279999999,0.00105,8546030000000.0,7177.0,5292094,5080
149,12/26/15,130196.3154,130196.3154,10726.0,65983687.19,0.870766,425282.0,26560.15625,31.29618519,2284.0,0.913124952,0.001233095,8455640000000.0,7308.0,5373325,5004
150,12/27/15,69809.28251,69809.28251,21867.0,64671429.38,0.853166,164565.0,26853.75,86.63434503,2215.0,0.0,0.003974725,8588750000000.0,7286.0,7904787,5018
151,12/28/15,405879.4236,405879.4236,12368.0,64934992.42,0.8563559999999999,235134.0,27057.96875,36.40049069,2423.0,0.8611708440000001,0.00126,8531890000000.0,7727.0,6294793,5081
152,12/29/15,241735.17,241735.17,11358.0,64006581.11,0.843835,215742.0,26661.09375,33.18921105,2393.0,0.871049181,0.00126,8605440000000.0,7656.0,5975584,4981
153,12/30/15,188482.7715,188482.7715,21767.0,66336196.82,0.874258,604078.0,26736.25,76.132284,2363.0,0.0,0.003292147,8477530000000.0,6493.0,7863313,5028
154,12/31/15,382489.0833,382489.0833,10301.0,69230373.2,0.912098,663994.0,26908.28125,25.06732465,2578.0,1.203651612,0.00105,8542670000000.0,8089.0,5328974,5040
155,1/1/16,324206.495,324206.495,8233.0,70893722.28,0.9337120000000001,206062.0,26070.3125,15.65089494,2350.0,1.5058369969999998,0.00105,8547420000000.0,7109.0,4321262,4885
156,1/2/16,246973.2238,246973.2238,9164.0,71957219.07,0.947401,255504.0,27383.90625,19.35979081,2410.0,1.3217296170000001,0.00105,8147470000000.0,7374.0,4858390,5095
157,1/3/16,350244.5871,350244.5871,9258.0,71299932.1,0.9384299999999999,407632.0,27675.78125,19.44831668,2454.0,1.262717015,0.00105,8312410000000.0,7532.0,4903207,5134
158,1/4/16,150683.4896,150683.4896,9474.0,73878706.39,0.972045,346245.0,27420.625,21.310431899999998,2538.0,1.237346841,0.00105,8334160000000.0,7516.0,5000778,5096
159,1/5/16,989846.0585,989846.0585,16430.0,72466856.29,0.953147,219833.0,27839.21875,60.356444499999995,2534.0,9.53147e-19,0.003129387,8305860000000.0,7611.0,7155015,5126
